met,Feature Dataset,Feature Class,SourceAttribute,DestinationAttribute,String Type,Definition,Notes
MTA.WalkFirst_intersectionsSECONDARY2,MTA.Pedestrian,MTA.WalkFirst_intersections,SECONDARY2,Secondary Street 2,, secondary street,
MTA.WalkFirst_intersectionsSECONDARY3,MTA.Pedestrian,MTA.WalkFirst_intersections,SECONDARY3,Secondary Street 3,, Secondary street,
MTA.WalkFirst_intersectionsNEIGHBORHO,MTA.Pedestrian,MTA.WalkFirst_intersections,NEIGHBORHO,Neighborhood,,,
MTA.WalkFirst_intersectionsDISTRICT,MTA.Pedestrian,MTA.WalkFirst_intersections,DISTRICT,Supervisor District,, supervisorial district,
MTA.WalkFirst_intersectionsDISTRICT2,MTA.Pedestrian,MTA.WalkFirst_intersections,DISTRICT2,Supervisor District 2,,,
MTA.WalkFirst_intersectionsMTC_COC,MTA.Pedestrian,MTA.WalkFirst_intersections,MTC_COC,MTC Community of Concern,, within a Community of Concern defined by MTC,
MTA.WalkFirst_intersectionsCALTRANS,MTA.Pedestrian,MTA.WalkFirst_intersections,CALTRANS,CALTRANS ROW,, 1 = on Caltrans right of way,
MTA.WalkFirst_intersectionsPRIORITIZA,MTA.Pedestrian,MTA.WalkFirst_intersections,PRIORITIZA,Prioritization,,,
MTA.WalkFirst_intersectionsMARKET_OCT,MTA.Pedestrian,MTA.WalkFirst_intersections,MARKET_OCT,Market Octavia Plan Area,, 1 = within the Market and Octavia area plan,
MTA.WalkFirst_intersectionsEASTERN_NE,MTA.Pedestrian,MTA.WalkFirst_intersections,EASTERN_NE,Eastern Neighborhoods Plan Area,, 1 = within Eastern Neighborhoods plan,
MTA.WalkFirst_intersectionsVISION_ZER,MTA.Pedestrian,MTA.WalkFirst_intersections,VISION_ZER,Vision Zero Capital Project,, 1 = also a Vision Zero capital project,
MTA.WalkFirst_intersectionsTLDL,MTA.Pedestrian,MTA.WalkFirst_intersections,TLDL,Tenderloin Daylighting Project,, 1 = also a Tenderloin Daylighting project,
MTA.WalkFirst_intersectionsBIKE_NETWO,MTA.Pedestrian,MTA.WalkFirst_intersections,BIKE_NETWO,Bike Network,,,
MTA.WalkFirst_intersectionsBIKE_STRAT,MTA.Pedestrian,MTA.WalkFirst_intersections,BIKE_STRAT,Bike Strategy Network,, 1 = on the bike strategy network,
MTA.WalkFirst_intersectionsPED_COUNTD,MTA.Pedestrian,MTA.WalkFirst_intersections,PED_COUNTD,Pedestrian Countdown,,,
MTA.WalkFirst_intersectionsSIGNALIZED,MTA.Pedestrian,MTA.WalkFirst_intersections,SIGNALIZED,Signalized,,,
MTA.WalkFirst_intersectionsLT_SIG,MTA.Pedestrian,MTA.WalkFirst_intersections,LT_SIG,,,,
MTA.WalkFirst_intersectionsRT_SIG,MTA.Pedestrian,MTA.WalkFirst_intersections,RT_SIG,,,,
MTA.WalkFirst_intersectionsCORNER_BUL,MTA.Pedestrian,MTA.WalkFirst_intersections,CORNER_BUL,Corner Bulb Out,,,
MTA.WalkFirst_intersectionsTEMP_BULBS,MTA.Pedestrian,MTA.WalkFirst_intersections,TEMP_BULBS,Temporary Bulb Out,,,
MTA.WalkFirst_intersectionsCHOKERS,MTA.Pedestrian,MTA.WalkFirst_intersections,CHOKERS,Chokers,,,
MTA.WalkFirst_intersectionsTEMP_CHOKE,MTA.Pedestrian,MTA.WalkFirst_intersections,TEMP_CHOKE,Temporary Choker,,,
MTA.WalkFirst_intersectionsPED_REFUGE,MTA.Pedestrian,MTA.WalkFirst_intersections,PED_REFUGE,Pedestrian Refuge,,,
MTA.WalkFirst_intersectionsTEMP_MEDIA,MTA.Pedestrian,MTA.WalkFirst_intersections,TEMP_MEDIA,Tempoarary Median,,,
MTA.WalkFirst_intersectionsRAISED_CRO,MTA.Pedestrian,MTA.WalkFirst_intersections,RAISED_CRO,,,,
MTA.WalkFirst_intersectionsSPEED_TABL,MTA.Pedestrian,MTA.WalkFirst_intersections,SPEED_TABL,,,,
MTA.WalkFirst_intersectionsTRAFFIC_CI,MTA.Pedestrian,MTA.WalkFirst_intersections,TRAFFIC_CI,,,,
MTA.WalkFirst_intersectionsSPEED_HUMP,MTA.Pedestrian,MTA.WalkFirst_intersections,SPEED_HUMP,,,,
MTA.WalkFirst_intersectionsFLASHING_B,MTA.Pedestrian,MTA.WalkFirst_intersections,FLASHING_B,,,,
MTA.WalkFirst_intersectionsHAWK_SIGNA,MTA.Pedestrian,MTA.WalkFirst_intersections,HAWK_SIGNA,,,,
MTA.WalkFirst_intersectionsPED_COUN_1,MTA.Pedestrian,MTA.WalkFirst_intersections,PED_COUN_1,,,,
MTA.WalkFirst_intersectionsTURN_PROHI,MTA.Pedestrian,MTA.WalkFirst_intersections,TURN_PROHI,Turn Prohibited,,,
MTA.WalkFirst_intersectionsPROTECTED,MTA.Pedestrian,MTA.WalkFirst_intersections,PROTECTED,Protected,,,
MTA.WalkFirst_intersectionsLEADING_PE,MTA.Pedestrian,MTA.WalkFirst_intersections,LEADING_PE,,,,
MTA.WalkFirst_intersectionsRADAR_SPEE,MTA.Pedestrian,MTA.WalkFirst_intersections,RADAR_SPEE,Radar Speed,,,
MTA.WalkFirst_intersectionsAUTOMATED,MTA.Pedestrian,MTA.WalkFirst_intersections,AUTOMATED,,,,
MTA.WalkFirst_intersectionsADVANCE_ST,MTA.Pedestrian,MTA.WalkFirst_intersections,ADVANCE_ST,,,,
MTA.WalkFirst_intersectionsPARKING_PR,MTA.Pedestrian,MTA.WalkFirst_intersections,PARKING_PR,,,,
MTA.WalkFirst_intersectionsROAD_DIETS,MTA.Pedestrian,MTA.WalkFirst_intersections,ROAD_DIETS,,,,
MTA.WalkFirst_intersectionsLIGHTING,MTA.Pedestrian,MTA.WalkFirst_intersections,LIGHTING,,,,
MTA.WalkFirst_intersectionsPED_SCRAMB,MTA.Pedestrian,MTA.WalkFirst_intersections,PED_SCRAMB,,,,
MTA.WalkFirst_intersectionsPED_WARNIN,MTA.Pedestrian,MTA.WalkFirst_intersections,PED_WARNIN,,,,
MTA.WalkFirst_intersectionsSIGNAL_TIM,MTA.Pedestrian,MTA.WalkFirst_intersections,SIGNAL_TIM,,,,
MTA.WalkFirst_intersectionsREDUCED_LA,MTA.Pedestrian,MTA.WalkFirst_intersections,REDUCED_LA,,,,
MTA.WalkFirst_intersectionsPED_DETECT,MTA.Pedestrian,MTA.WalkFirst_intersections,PED_DETECT,,,,
MTA.WalkFirst_intersectionsCONTINENTA,MTA.Pedestrian,MTA.WalkFirst_intersections,CONTINENTA,,,,
MTA.WalkFirst_intersectionsMARK_AN_UN,MTA.Pedestrian,MTA.WalkFirst_intersections,MARK_AN_UN,,,,
MTA.WalkFirst_intersectionsESTABLISH,MTA.Pedestrian,MTA.WalkFirst_intersections,ESTABLISH,,,,
MTA.WalkFirst_intersectionsEDUCATION,MTA.Pedestrian,MTA.WalkFirst_intersections,EDUCATION,,,,
MTA.WalkFirst_intersectionsENFORCEMEN,MTA.Pedestrian,MTA.WalkFirst_intersections,ENFORCEMEN,,,,
MTA.WalkFirst_intersectionsFATAL_CNT,MTA.Pedestrian,MTA.WalkFirst_intersections,FATAL_CNT,,,,
MTA.WalkFirst_intersectionsSEVERE_CNT,MTA.Pedestrian,MTA.WalkFirst_intersections,SEVERE_CNT,,,,
MTA.WalkFirst_intersectionsKSI_CNT,MTA.Pedestrian,MTA.WalkFirst_intersections,KSI_CNT,,,,
MTA.WalkFirst_intersectionsINJ_CNT,MTA.Pedestrian,MTA.WalkFirst_intersections,INJ_CNT,,,,
MTA.WalkFirst_intersectionsSENIOR_CNT,MTA.Pedestrian,MTA.WalkFirst_intersections,SENIOR_CNT,,,,
MTA.WalkFirst_intersectionsCHILD_CNT,MTA.Pedestrian,MTA.WalkFirst_intersections,CHILD_CNT,,,,
MTA.WalkFirst_intersectionsSENIOR_PCT,MTA.Pedestrian,MTA.WalkFirst_intersections,SENIOR_PCT,,,,
MTA.WalkFirst_intersectionsCHILD_PCT,MTA.Pedestrian,MTA.WalkFirst_intersections,CHILD_PCT,,,,
MTA.WalkFirst_intersectionsSENIOR_GT1,MTA.Pedestrian,MTA.WalkFirst_intersections,SENIOR_GT1,,,,
MTA.WalkFirst_intersectionsCHILD_GT1,MTA.Pedestrian,MTA.WalkFirst_intersections,CHILD_GT1,,,,
MTA.WalkFirst_intersectionsCNNTEXT,MTA.Pedestrian,MTA.WalkFirst_intersections,CNNTEXT,,,,
MTA.WalkFirst_intersectionsCREATED_USER,MTA.Pedestrian,MTA.WalkFirst_intersections,CREATED_USER,,,,
MTA.WalkFirst_intersectionsCREATED_DATE,MTA.Pedestrian,MTA.WalkFirst_intersections,CREATED_DATE,Do Not Publish,,,
MTA.WalkFirst_intersectionsLAST_EDITED_USER,MTA.Pedestrian,MTA.WalkFirst_intersections,LAST_EDITED_USER,Do Not Publish,,,
MTA.WalkFirst_intersectionsLAST_EDITED_DATE,MTA.Pedestrian,MTA.WalkFirst_intersections,LAST_EDITED_DATE,Last Edited Date,,,
MTA.DPH_ped_hgh_injry_crrdrOBJECTID,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_crrdr,OBJECTID,Object ID,, Unique record identifier,
MTA.DPH_ped_hgh_injry_crrdrCNN_SGMT_PKEY,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_crrdr,CNN_SGMT_PKEY,,, This attribute is the same as Centerline Network Number Unique ID (CNN) found in other road network feature classes throughout the city,
MTA.DPH_ped_hgh_injry_crrdrSTREET_NAME,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_crrdr,STREET_NAME,,, Street name excluding prefix and suffix,
MTA.DPH_ped_hgh_injry_crrdrSTREET_TYPE,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_crrdr,STREET_TYPE,,, Street suffix,
MTA.DPH_ped_hgh_injry_crrdrSTREET_LAYER,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_crrdr,STREET_LAYER,,, SFDPW street classification,
MTA.DPH_ped_hgh_injry_crrdrFULL_STREET_NAME,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_crrdr,FULL_STREET_NAME,,, Full street name including suffix,
MTA.DPH_ped_hgh_injry_crrdrCLASS_CODE,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_crrdr,CLASS_CODE,,, Class code used for symbolizing,
MTA.DPH_ped_hgh_injry_crrdrGIS_LENGTH_MILES,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_crrdr,GIS_LENGTH_MILES,,, Street length representing duel carriage ways as one street segment instead of two,
MTA.DPH_ped_hgh_injry_crrdrDUEL_CAR_WAY_YN,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_crrdr,DUEL_CAR_WAY_YN,,, Street is represented as a duel carriage way,
MTA.DPH_ped_hgh_injry_crrdrDUEL_CAR_WAY_ID,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_crrdr,DUEL_CAR_WAY_ID,,, Unique ID assigned for each side of a duel carriage way,
MTA.DPH_ped_hgh_injry_crrdrCORRECTED_LENGTH_MILES,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_crrdr,CORRECTED_LENGTH_MILES,,, Street length representing duel carriage ways as one street segment instead of two,
MTA.DPH_ped_hgh_injry_crrdrF_NODE_CNN_INTRSCTN_FKEY,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_crrdr,F_NODE_CNN_INTRSCTN_FKEY,,, Unique intersection ID at start of street segment,
MTA.DPH_ped_hgh_injry_crrdrT_NODE_CNN_INTRSCTN_FKEY,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_crrdr,T_NODE_CNN_INTRSCTN_FKEY,,, Unique intersection ID at end of street segment,
MTA.DPH_ped_hgh_injry_crrdrSHAPE_LENGTH,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_crrdr,SHAPE_LENGTH,Do Not Publish,, Object length created by ArcGIS,
MTA.DPH_ped_hgh_injry_crrdrSGMT_PED_HGH_INJRY_CRRDR_PKEY,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_crrdr,SGMT_PED_HGH_INJRY_CRRDR_PKEY,,, Unique identifier used by TransBASE,
MTA.DPH_ped_hgh_injry_crrdrHIC_YN,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_crrdr,HIC_YN,,,,
MTA.DPH_ped_hgh_injry_crrdrHIC_CODE,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_crrdr,HIC_CODE,,, Unique code created for each pedestrian high injury corridor,
MTA.DPH_ped_hgh_injry_crrdrHIC_NAME,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_crrdr,HIC_NAME,,, Name of each pedestrian high injury corridor,
MTA.DPH_ped_hgh_injry_crrdrCROSS_STREET_1,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_crrdr,CROSS_STREET_1,,, Starting cross street for pedestrian high injury corridor,
MTA.DPH_ped_hgh_injry_crrdrCROSS_STREET_2,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_crrdr,CROSS_STREET_2,,, Ending cross street for pedestrian high injury corridor,
MTA.DPH_ped_hgh_injry_crrdrGEOM,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_crrdr,GEOM,,, PostGIS/ArcGIS geometry identifier,
MTA.DPH_ped_hgh_injry_crrdrCREATED_USER,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_crrdr,CREATED_USER,Do Not Publish,,,
MTA.DPH_ped_hgh_injry_crrdrCREATED_DATE,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_crrdr,CREATED_DATE,Do Not Publish,,,
MTA.DPH_ped_hgh_injry_crrdrLAST_EDITED_USER,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_crrdr,LAST_EDITED_USER,Do Not Publish,,,
MTA.DPH_ped_hgh_injry_crrdrLAST_EDITED_DATE,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_crrdr,LAST_EDITED_DATE,Last Edited Date,,,
MTA.DPH_ped_hgh_injry_crrdrGEOM.LEN,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_crrdr,GEOM.LEN,,,,
MTA.DPH_ped_hgh_injry_intrsctnOBJECTID,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_intrsctn,OBJECTID,Object ID,,,
MTA.DPH_ped_hgh_injry_intrsctnCNN_INTRSCTN_PKEY,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_intrsctn,CNN_INTRSCTN_PKEY,,, This attribute is the same as Centerline Network Number Unique ID (CNN) found in other road network feature classes throughout the city,
MTA.DPH_ped_hgh_injry_intrsctnLATITUDE,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_intrsctn,LATITUDE,,, Latitude of intersection in GCS WGS-84,
MTA.DPH_ped_hgh_injry_intrsctnLONGITUDE,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_intrsctn,LONGITUDE,,, Longitude of intersection in GCS WGS-84,
MTA.DPH_ped_hgh_injry_intrsctnINTRSCTN_HGH_INJRY_INT_PKEY,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_intrsctn,INTRSCTN_HGH_INJRY_INT_PKEY,,,,
MTA.DPH_ped_hgh_injry_intrsctnCNN_INTRSCTN_FKEY,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_intrsctn,CNN_INTRSCTN_FKEY,,,,
MTA.DPH_ped_hgh_injry_intrsctnHIC_YN,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_intrsctn,HIC_YN,,, Indicates if pedestrian high injury intersection is on a pedestrian high injury corridor,
MTA.DPH_ped_hgh_injry_intrsctnHIC_CODE,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_intrsctn,HIC_CODE,,, Code of the pedestrian high injury network intersection intersects,
MTA.DPH_ped_hgh_injry_intrsctnINJURY,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_intrsctn,INJURY,,, Number of injuries at the intersection from 2007-2011,
MTA.DPH_ped_hgh_injry_intrsctnSF,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_intrsctn,SF,,, Number of severe/fatal injuries at intersection from 2007-2011,
MTA.DPH_ped_hgh_injry_intrsctnWEIGHT,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_intrsctn,WEIGHT,,, Number of injuries with severe/fatal weighted x3,
MTA.DPH_ped_hgh_injry_intrsctnPEDMODEL,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_intrsctn,PEDMODEL,,, Pedestrian yearly volume as calculated by MTA pedestrian model (see PedestrianVolumeModelReport_Draft2_3182011.pdf),
MTA.DPH_ped_hgh_injry_intrsctnRATE,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_intrsctn,RATE,,," Annual rate of injuries per year per 10,000,000 pedestrians as estimated by volume model ((injury/5)/pedmodel)*10,000,000",
MTA.DPH_ped_hgh_injry_intrsctnHIPI,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_intrsctn,HIPI,,, High injury rate per pedestrian intersection – can be on pedestrian high injury corridor,
MTA.DPH_ped_hgh_injry_intrsctnHIGH_INJURY,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_intrsctn,HIGH_INJURY,,, High absolute number of injuries at intersection but not on a pedestrian high injury corridor,
MTA.DPH_ped_hgh_injry_intrsctnGEOM,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_intrsctn,GEOM,,, PostGIS/ArcGIS geometry identifier,
MTA.DPH_ped_hgh_injry_intrsctnCREATED_USER,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_intrsctn,CREATED_USER,Do Not Publish,,,
MTA.DPH_ped_hgh_injry_intrsctnCREATED_DATE,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_intrsctn,CREATED_DATE,Do Not Publish,,,
MTA.DPH_ped_hgh_injry_intrsctnLAST_EDITED_USER,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_intrsctn,LAST_EDITED_USER,Do Not Publish,,,
MTA.DPH_ped_hgh_injry_intrsctnLAST_EDITED_DATE,MTA.Pedestrian,MTA.DPH_ped_hgh_injry_intrsctn,LAST_EDITED_DATE,Last Edited Date,,,
MTA.DPH_vz_hgh_injry_ntwrkOBJECTID,MTA.Multimodal,MTA.DPH_vz_hgh_injry_ntwrk,OBJECTID,Object ID,, Unique record identifier,
MTA.DPH_vz_hgh_injry_ntwrkCNN_SGMT_PKEY,MTA.Multimodal,MTA.DPH_vz_hgh_injry_ntwrk,CNN_SGMT_PKEY,,, This attribute is the same as Centerline Network Number Unique ID (CNN) found in other road network feature classes throughout the city,
MTA.DPH_vz_hgh_injry_ntwrkSTREET_NAME,MTA.Multimodal,MTA.DPH_vz_hgh_injry_ntwrk,STREET_NAME,,, Street name excluding prefix and suffix,
MTA.DPH_vz_hgh_injry_ntwrkSTREET_TYPE,MTA.Multimodal,MTA.DPH_vz_hgh_injry_ntwrk,STREET_TYPE,,, Street suffix,
MTA.DPH_vz_hgh_injry_ntwrkSTREET_LAYER,MTA.Multimodal,MTA.DPH_vz_hgh_injry_ntwrk,STREET_LAYER,,, SFDPW street classification,
MTA.DPH_vz_hgh_injry_ntwrkFULL_STREET_NAME,MTA.Multimodal,MTA.DPH_vz_hgh_injry_ntwrk,FULL_STREET_NAME,,, Full street name including suffix,
MTA.DPH_vz_hgh_injry_ntwrkCLASS_CODE,MTA.Multimodal,MTA.DPH_vz_hgh_injry_ntwrk,CLASS_CODE,,, Class code used for symbolizing,
MTA.DPH_vz_hgh_injry_ntwrkGIS_LENGTH_MILES,MTA.Multimodal,MTA.DPH_vz_hgh_injry_ntwrk,GIS_LENGTH_MILES,,, Street length representing duel carriage ways as one street segment instead of two,
MTA.DPH_vz_hgh_injry_ntwrkDUEL_CAR_WAY_YN,MTA.Multimodal,MTA.DPH_vz_hgh_injry_ntwrk,DUEL_CAR_WAY_YN,,, Street is represented as a duel carriage way,
MTA.DPH_vz_hgh_injry_ntwrkDUEL_CAR_WAY_ID,MTA.Multimodal,MTA.DPH_vz_hgh_injry_ntwrk,DUEL_CAR_WAY_ID,,, Unique ID assigned for each side of a duel carriage way,
MTA.DPH_vz_hgh_injry_ntwrkCORRECTED_LENGTH_MILES,MTA.Multimodal,MTA.DPH_vz_hgh_injry_ntwrk,CORRECTED_LENGTH_MILES,,, Street length representing duel carriage ways as one street segment instead of two,
MTA.DPH_vz_hgh_injry_ntwrkF_NODE_CNN_INTRSCTN_FKEY,MTA.Multimodal,MTA.DPH_vz_hgh_injry_ntwrk,F_NODE_CNN_INTRSCTN_FKEY,,, Unique intersection ID at start of street segment,
MTA.DPH_vz_hgh_injry_ntwrkT_NODE_CNN_INTRSCTN_FKEY,MTA.Multimodal,MTA.DPH_vz_hgh_injry_ntwrk,T_NODE_CNN_INTRSCTN_FKEY,,, Unique intersection ID at end of street segment,
MTA.DPH_vz_hgh_injry_ntwrkSHAPE_LENGTH,MTA.Multimodal,MTA.DPH_vz_hgh_injry_ntwrk,SHAPE_LENGTH,Do Not Publish,, Object length created by ArcGIS,
MTA.DPH_vz_hgh_injry_ntwrkSGMT_VZ_GH_INJRY_NTWRK_PKEY,MTA.Multimodal,MTA.DPH_vz_hgh_injry_ntwrk,SGMT_VZ_GH_INJRY_NTWRK_PKEY,,,,
MTA.DPH_vz_hgh_injry_ntwrkVEH_HIC_YN,MTA.Multimodal,MTA.DPH_vz_hgh_injry_ntwrk,VEH_HIC_YN,,, This street segment is on a vehicle high injury corridor,
MTA.DPH_vz_hgh_injry_ntwrkPED_HIC_YN,MTA.Multimodal,MTA.DPH_vz_hgh_injry_ntwrk,PED_HIC_YN,,, This street segment is on a pedestrian high injury corridor,
MTA.DPH_vz_hgh_injry_ntwrkCYC_HIC_YN,MTA.Multimodal,MTA.DPH_vz_hgh_injry_ntwrk,CYC_HIC_YN,,, This segment is on a cyclist high injury corridor,
MTA.DPH_vz_hgh_injry_ntwrkOVERLAP,MTA.Multimodal,MTA.DPH_vz_hgh_injry_ntwrk,OVERLAP,,, The combination of corridors this street segment is a part of,
MTA.DPH_vz_hgh_injry_ntwrkGEOM,MTA.Multimodal,MTA.DPH_vz_hgh_injry_ntwrk,GEOM,,, PostGIS/ArcGIS geometry identifier,
MTA.DPH_vz_hgh_injry_ntwrkCREATED_USER,MTA.Multimodal,MTA.DPH_vz_hgh_injry_ntwrk,CREATED_USER,Do Not Publish,,,
MTA.DPH_vz_hgh_injry_ntwrkCREATED_DATE,MTA.Multimodal,MTA.DPH_vz_hgh_injry_ntwrk,CREATED_DATE,Do Not Publish,,,
MTA.DPH_vz_hgh_injry_ntwrkLAST_EDITED_USER,MTA.Multimodal,MTA.DPH_vz_hgh_injry_ntwrk,LAST_EDITED_USER,Do Not Publish,,,
MTA.DPH_vz_hgh_injry_ntwrkLAST_EDITED_DATE,MTA.Multimodal,MTA.DPH_vz_hgh_injry_ntwrk,LAST_EDITED_DATE,Last Edited Date,,,
MTA.DPH_vz_hgh_injry_ntwrkGEOM.LEN,MTA.Multimodal,MTA.DPH_vz_hgh_injry_ntwrk,GEOM.LEN,,,,
MTA.schools_15mphOBJECTID,MTA.Traffic,MTA.schools_15mph,OBJECTID,Object ID,,,
MTA.schools_15mphSTREETNAME,MTA.Traffic,MTA.schools_15mph,STREETNAME,Street Name,, street name,
MTA.schools_15mphTYPE,MTA.Traffic,MTA.schools_15mph,TYPE,Street Type,,,
MTA.schools_15mphGRADE,MTA.Traffic,MTA.schools_15mph,GRADE,Grades,,,
MTA.schools_15mphFORMER_NAM,MTA.Traffic,MTA.schools_15mph,FORMER_NAM,Former School Name,,,
MTA.schools_15mphPUBLIC_,MTA.Traffic,MTA.schools_15mph,PUBLIC_,Public School,,,
MTA.schools_15mphGD_FOR_MAP,MTA.Traffic,MTA.schools_15mph,GD_FOR_MAP,Grade Label,,,
MTA.schools_15mphSTATUS,MTA.Traffic,MTA.schools_15mph,STATUS,Status,,,
MTA.schools_15mphSCHOOL,MTA.Traffic,MTA.schools_15mph,SCHOOL,School Name,,,
MTA.schools_15mphCLOSED,MTA.Traffic,MTA.schools_15mph,CLOSED,Closed,,,
MTA.schools_15mphTWO_OR_MOR,MTA.Traffic,MTA.schools_15mph,TWO_OR_MOR,Do Not Publish,,,
MTA.schools_15mphINSTALLED,MTA.Traffic,MTA.schools_15mph,INSTALLED,Installded,,,
MTA.schools_15mphADDRESS_FU,MTA.Traffic,MTA.schools_15mph,ADDRESS_FU,Full Address,,,
MTA.schools_15mphCREATED_USER,MTA.Traffic,MTA.schools_15mph,CREATED_USER,Do Not Publish,,,
MTA.schools_15mphCREATED_DATE,MTA.Traffic,MTA.schools_15mph,CREATED_DATE,Do Not Publish,,,
MTA.schools_15mphLAST_EDITED_USER,MTA.Traffic,MTA.schools_15mph,LAST_EDITED_USER,Do Not Publish,,,
MTA.schools_15mphLAST_EDITED_DATE,MTA.Traffic,MTA.schools_15mph,LAST_EDITED_DATE,Last Edited Date,,,
MTA.schools_15mphFULLSCHOOL,MTA.Traffic,MTA.schools_15mph,FULLSCHOOL,Full School Name,,,
MTA.collisionsOBJECTID,MTA.Traffic,MTA.collisions,OBJECTID,Object ID,,,
MTA.collisionsACCIDENT_N,MTA.Traffic,MTA.collisions,ACCIDENT_N,,,,
MTA.collisionsID,MTA.Traffic,MTA.collisions,ID,,,,
MTA.collisionsLOCATION,MTA.Traffic,MTA.collisions,LOCATION,,,,
MTA.collisionsDISTANCE,MTA.Traffic,MTA.collisions,DISTANCE,,,,
MTA.collisionsDIRECTION,MTA.Traffic,MTA.collisions,DIRECTION,,,,
MTA.collisionsDATE_,MTA.Traffic,MTA.collisions,DATE_,,,,
MTA.collisionsTIME,MTA.Traffic,MTA.collisions,TIME,,,,
MTA.collisionsCOLL_TYPE,MTA.Traffic,MTA.collisions,COLL_TYPE,,,,
MTA.collisionsINVOLVED,MTA.Traffic,MTA.collisions,INVOLVED,,,,
MTA.collisionsEXTENT,MTA.Traffic,MTA.collisions,EXTENT,,,,
MTA.collisionsTRAVERSE,MTA.Traffic,MTA.collisions,TRAVERSE,,,,
MTA.collisionsREPNO,MTA.Traffic,MTA.collisions,REPNO,,,,
MTA.collisionsPCF,MTA.Traffic,MTA.collisions,PCF,,,,
MTA.collisionsLIGHTING,MTA.Traffic,MTA.collisions,LIGHTING,,,,
MTA.collisionsNUMO_INJ,MTA.Traffic,MTA.collisions,NUMO_INJ,,,,
MTA.collisionsNUMO_KLD,MTA.Traffic,MTA.collisions,NUMO_KLD,,,,
MTA.collisionsPARTY1,MTA.Traffic,MTA.collisions,PARTY1,,,,
MTA.collisionsPARTY2,MTA.Traffic,MTA.collisions,PARTY2,,,,
MTA.collisionsDOT1,MTA.Traffic,MTA.collisions,DOT1,,,,
MTA.collisionsDOT2,MTA.Traffic,MTA.collisions,DOT2,,,,
MTA.collisionsMPC1,MTA.Traffic,MTA.collisions,MPC1,,,,
MTA.collisionsMPC2,MTA.Traffic,MTA.collisions,MPC2,,,,
MTA.collisionsHIGHLIGHT,MTA.Traffic,MTA.collisions,HIGHLIGHT,,,,
MTA.collisionsX,MTA.Traffic,MTA.collisions,X,,,,
MTA.collisionsY,MTA.Traffic,MTA.collisions,Y,,,,
MTA.collisionsDOCUMENT,MTA.Traffic,MTA.collisions,DOCUMENT,,,,
MTA.collisionsMILEPOST,MTA.Traffic,MTA.collisions,MILEPOST,,,,
MTA.collisionsLAT,MTA.Traffic,MTA.collisions,LAT,,,,
MTA.collisionsLONG_,MTA.Traffic,MTA.collisions,LONG_,,,,
MTA.collisionsACCID,MTA.Traffic,MTA.collisions,ACCID,,,,
MTA.collisionsVC,MTA.Traffic,MTA.collisions,VC,,,,
MTA.collisionsSHAPE,MTA.Traffic,MTA.collisions,SHAPE,Do Not Publish,,,
MTA.collisionsCREATED_USER,MTA.Traffic,MTA.collisions,CREATED_USER,Do Not Publish,,,
